日志创建2021-06-26 获得经验：1924722,来源代号门派闯关
2021-06-26 余额122603791，获得储备：190096,来源代号知了大王，储备余额122793887
2021-06-26 获得经验：9136584,来源代号知了大王
2021-06-26 余额122793887，获得储备：190096,来源代号知了大王，储备余额122983983
2021-06-26 获得经验：9136584,来源代号知了大王
2021-06-26 余额122983983，获得储备：190096,来源代号知了大王，储备余额123174079
2021-06-26 余额5641091，失去银子：2000000,来源代号修炼，银子余额3641091
2021-06-26 余额3641091，失去银子：2000000,来源代号修炼，银子余额1641091
2021-06-26 获得经验：3089060,来源代号群雄逐鹿
2021-06-26 余额1641091，获得银子：70310,来源代号群雄逐鹿，银子余额1711401
2021-06-26 获得经验：3089060,来源代号群雄逐鹿
2021-06-26 余额1711401，获得银子：69975,来源代号群雄逐鹿，银子余额1781376
2021-06-26 获得经验：3089060,来源代号群雄逐鹿
2021-06-26 余额1781376，获得银子：69435,来源代号群雄逐鹿，银子余额1850811
2021-06-26 获得经验：3089060,来源代号群雄逐鹿
2021-06-26 余额1850811，获得银子：71820,来源代号群雄逐鹿，银子余额1922631
2021-06-26 获得经验：3089060,来源代号群雄逐鹿
2021-06-26 余额1922631，获得银子：70045,来源代号群雄逐鹿，银子余额1992676
2021-06-26 获得经验：3089060,来源代号群雄逐鹿
2021-06-26 余额1992676，获得银子：71185,来源代号群雄逐鹿，银子余额2063861
2021-06-26 获得经验：3089060,来源代号群雄逐鹿
2021-06-26 余额2063861，获得银子：70445,来源代号群雄逐鹿，银子余额2134306
2021-06-26 获得经验：9516776,来源代号千年知了王
2021-06-26 余额123174079，获得储备：213858,来源代号千年知了王，储备余额123387937
2021-06-26 获得经验：9516776,来源代号千年知了王
2021-06-26 余额123387937，获得储备：213858,来源代号千年知了王，储备余额123601795
2021-06-26 获得经验：9516776,来源代号千年知了王
2021-06-26 余额123601795，获得储备：213858,来源代号千年知了王，储备余额123815653
2021-06-26 获得经验：9516776,来源代号千年知了王
2021-06-26 余额123815653，获得储备：213858,来源代号千年知了王，储备余额124029511
2021-06-26 获得经验：9516776,来源代号千年知了王
2021-06-26 余额124029511，获得储备：213858,来源代号千年知了王，储备余额124243369
2021-06-26 获得经验：9516776,来源代号千年知了王
2021-06-26 余额124243369，获得储备：213858,来源代号千年知了王，储备余额124457227
2021-06-26 获得经验：9516776,来源代号千年知了王
2021-06-26 余额124457227，获得储备：213858,来源代号千年知了王，储备余额124671085
2021-06-26 获得经验：9516776,来源代号千年知了王
2021-06-26 余额124671085，获得储备：213858,来源代号千年知了王，储备余额124884943
2021-06-26 获得经验：9516776,来源代号千年知了王
2021-06-26 余额124884943，获得储备：213858,来源代号千年知了王，储备余额125098801
2021-06-26 获得经验：9516776,来源代号千年知了王
2021-06-26 余额125098801，获得储备：213858,来源代号千年知了王，储备余额125312659
2021-06-26 获得经验：9516776,来源代号千年知了王
2021-06-26 余额125312659，获得储备：213858,来源代号千年知了王，储备余额125526517
2021-06-26 获得经验：9516776,来源代号千年知了王
2021-06-26 余额125526517，获得储备：213858,来源代号千年知了王，储备余额125740375
2021-06-26 获得经验：9516776,来源代号千年知了王
2021-06-26 余额125740375，获得储备：213858,来源代号千年知了王，储备余额125954233
2021-06-26 [给予]获得(zhouhong1)道具：修炼果
2021-06-26 [给予]获得(zhouhong1)道具：修炼果
2021-06-26 [给予]获得(zhouhong1)道具：修炼果
2021-06-26 余额2134306，获得银子：20000,来源代号出售符石卷轴，银子余额2154306
2021-06-26 余额2154306，获得银子：20000,来源代号出售附魔宝珠，银子余额2174306
2021-06-26 余额2174306，获得银子：20000,来源代号出售符石卷轴，银子余额2194306
2021-06-26 余额2194306，获得银子：20000,来源代号出售附魔宝珠，银子余额2214306
2021-06-26 余额2214306，获得银子：20000,来源代号出售附魔宝珠，银子余额2234306
2021-06-26 余额2234306，获得银子：20000,来源代号出售太阳石，银子余额2254306
2021-06-26 余额2254306，获得银子：20000,来源代号出售附魔宝珠，银子余额2274306
2021-06-26 余额2274306，获得银子：20000,来源代号出售太阳石，银子余额2294306
2021-06-26 获得经验：16562304,来源代号知了先锋
2021-06-26 余额125954233，获得储备：142572,来源代号知了先锋，储备余额126096805
2021-06-26 获得经验：16562304,来源代号知了先锋
2021-06-26 余额126096805，获得储备：142572,来源代号知了先锋，储备余额126239377
2021-06-26 获得经验：16562304,来源代号知了先锋
2021-06-26 余额126239377，获得储备：142572,来源代号知了先锋，储备余额126381949
2021-06-26 获得经验：16562304,来源代号知了先锋
2021-06-26 余额126381949，获得储备：142572,来源代号知了先锋，储备余额126524521
2021-06-26 [交易]给予zhouhong的超级小鲲鹏
2021-06-26 获得经验：1596804,来源代号抓鬼
2021-06-26 余额2294306，获得银子：68640,来源代号抓鬼，银子余额2362946
2021-06-26 余额126524521，获得储备：34320,来源代号抓鬼，储备余额126558841
2021-06-26 获得经验：1710864,来源代号抓鬼
2021-06-26 余额2362946，获得银子：72554,来源代号抓鬼，银子余额2435500
2021-06-26 余额126558841，获得储备：36277,来源代号抓鬼，储备余额126595118
2021-06-26 获得经验：1824920,来源代号抓鬼
2021-06-26 余额2435500，获得银子：77310,来源代号抓鬼，银子余额2512810
2021-06-26 余额126595118，获得储备：38655,来源代号抓鬼，储备余额126633773
2021-06-26 获得经验：1938976,来源代号抓鬼
2021-06-26 余额2512810，获得银子：82272,来源代号抓鬼，银子余额2595082
2021-06-26 余额126633773，获得储备：41136,来源代号抓鬼，储备余额126674909
2021-06-26 获得经验：2053036,来源代号抓鬼
2021-06-26 余额2595082，获得银子：86950,来源代号抓鬼，银子余额2682032
2021-06-26 余额126674909，获得储备：43475,来源代号抓鬼，储备余额126718384
2021-06-26 获得经验：2167092,来源代号抓鬼
2021-06-26 余额2682032，获得银子：90552,来源代号抓鬼，银子余额2772584
2021-06-26 余额126718384，获得储备：45276,来源代号抓鬼，储备余额126763660
2021-06-26 [交易]获得zhouhong的A
2021-06-26 获得经验：16562304,来源代号知了先锋
2021-06-26 余额126763660，获得储备：142572,来源代号知了先锋，储备余额126906232
2021-06-26 获得经验：16562304,来源代号知了先锋
2021-06-26 余额126906232，获得储备：142572,来源代号知了先锋，储备余额127048804
2021-06-26 [给予]获得(zhouhong1)道具：修炼果
2021-06-26 获得经验：2250000,来源代号封妖
2021-06-26 获得经验：18273168,来源代号知了大王
2021-06-26 余额127048804，获得储备：190096,来源代号知了大王，储备余额127238900
2021-06-26 获得经验：18273168,来源代号知了大王
2021-06-26 余额127238900，获得储备：190096,来源代号知了大王，储备余额127428996
2021-06-26 获得经验：18273168,来源代号知了大王
2021-06-26 余额127428996，获得储备：190096,来源代号知了大王，储备余额127619092
2021-06-27 获得经验：18273168,来源代号知了大王
2021-06-27 余额127619092，获得储备：190096,来源代号知了大王，储备余额127809188
2021-06-27 获得经验：18273168,来源代号知了大王
2021-06-27 余额127809188，获得储备：190096,来源代号知了大王，储备余额127999284
2021-06-27 获得经验：18273168,来源代号知了大王
2021-06-27 余额127999284，获得储备：190096,来源代号知了大王，储备余额128189380
2021-06-27 获得经验：18273168,来源代号知了大王
2021-06-27 余额128189380，获得储备：190096,来源代号知了大王，储备余额128379476
2021-06-27 获得经验：18273168,来源代号知了大王
2021-06-27 余额128379476，获得储备：190096,来源代号知了大王，储备余额128569572
2021-06-27 获得经验：19033552,来源代号千年知了王
2021-06-27 余额128569572，获得储备：213858,来源代号千年知了王，储备余额128783430
2021-06-27 获得经验：2851440,来源代号夏日炎炎
2021-06-27 余额2772584，获得银子：200000,来源代号星宿，银子余额2972584
2021-06-27 获得经验：400000,来源代号星宿
2021-06-27 获得经验：2851440,来源代号夏日炎炎
2021-06-27 获得经验：2851440,来源代号夏日炎炎
2021-06-27 获得经验：2851440,来源代号夏日炎炎
2021-06-27 余额2972584，获得银子：171084,来源代号嘉年华，银子余额3143668
2021-06-27 获得经验：712860,来源代号嘉年华
2021-06-27 余额3143668，获得银子：213855,来源代号嘉年华，银子余额3357523
2021-06-27 获得经验：2495010,来源代号嘉年华
2021-06-27 余额3357523，获得银子：256626,来源代号嘉年华，银子余额3614149
2021-06-27 获得经验：2851440,来源代号嘉年华
